change                             ,fim_type       ,steering_success ,mutation          ,typechecks_before ,typechecks_after ,model            ,lang ,interval
"['__', 'Task']",Task,True,types_delete,False,True,starcoderbase-1b,ts,5
"['__', 'Type']",PropertyType,False,types_delete,False,False,starcoderbase-1b,ts,5
"['__', 'TypeName']",TypeName,True,types_delete,False,True,starcoderbase-1b,ts,5
"['__', 'Task']",Task,True,types_delete,False,True,starcoderbase-1b,ts,5
"['void', 'void']",never,False,types_delete,True,True,starcoderbase-1b,ts,5
"['__', 'Comment']",Comment,True,types_delete,False,True,starcoderbase-1b,ts,5
"['__', 'Locale']",Locale,True,types_delete,False,True,starcoderbase-1b,ts,5
"['__', 'Selectors']",Selectors,True,types_delete,False,True,starcoderbase-1b,ts,5
"['__', 'number']",symbol,False,types_delete,False,True,starcoderbase-1b,ts,5
"['__', 'Interval']",endpoint,False,types_delete,False,False,starcoderbase-1b,ts,5
"['Observable', 'Observable']",this,False,types_delete,False,False,starcoderbase-1b,ts,5
"['__', 'A']",A,True,types_delete,False,True,starcoderbase-1b,ts,5
"['__', 'L']",L,True,types_delete,False,True,starcoderbase-1b,ts,5
"['__', 'Degrees']",Degrees,True,types_delete,False,True,starcoderbase-1b,ts,5
"['__', 'false']",false,True,types_delete,False,True,starcoderbase-1b,ts,5
"['void', 'ListNode']",ListNode,True,types_delete,True,True,starcoderbase-1b,ts,5
"['__', 'number']",number,True,types_vars,False,True,starcoderbase-1b,ts,5
"['__', 'any']",any,True,types_vars,False,True,starcoderbase-1b,ts,5
"['Resource', 'T']",T,True,types_vars,False,True,starcoderbase-1b,ts,5
"['__', 'unknown']",unknown,True,types_vars,False,True,starcoderbase-1b,ts,5
"['string', 'string']",number,False,types_vars,False,False,starcoderbase-1b,ts,5
"['__', 'string']",string,True,types_vars,False,True,starcoderbase-1b,ts,5
"['__', 'Schema']",Schema,True,types_vars,False,True,starcoderbase-1b,ts,5
"['__', 'any']",any,True,types_vars,False,True,starcoderbase-1b,ts,5
"['__', 'string']",void,False,types_vars,False,True,starcoderbase-1b,ts,5
"['__', 'boolean']",boolean,True,types_vars,False,True,starcoderbase-1b,ts,5
"['__', 'Offset']",Offset,True,types_vars,False,True,starcoderbase-1b,ts,5
"['__', 'object']",object,True,types_vars,False,True,starcoderbase-1b,ts,5
"['__', 'number']",number,True,types_vars,False,True,starcoderbase-1b,ts,5
"['__', 'any']",any,True,types_vars,False,True,starcoderbase-1b,ts,5
"['__', 'string']",string,True,types_vars,False,True,starcoderbase-1b,ts,5
"['__', 'string']",string,True,types_vars,False,True,starcoderbase-1b,ts,5
"['__', 'Matrix']",Matrix,True,types_vars,False,True,starcoderbase-1b,ts,5
"['any', 'any']",Function,False,types_vars,True,True,starcoderbase-1b,ts,5
"['__', 'boolean']",boolean,True,types_vars,False,True,starcoderbase-1b,ts,5
"['__', 'DataPoint']",DataPoint,True,types_vars,False,True,starcoderbase-1b,ts,5
"['__', 'unknown']",unknown,True,types_vars,False,True,starcoderbase-1b,ts,5
"['string', 'string']",never,False,types_vars,True,True,starcoderbase-1b,ts,5
"['__', 'string']",Version,False,types_vars,False,True,starcoderbase-1b,ts,5
"['__', 'ListNode']",ListNode,True,types_vars,False,True,starcoderbase-1b,ts,5
"['__', 'boolean']",boolean,True,types_vars,False,True,starcoderbase-1b,ts,5
"['__', 'string']",Version,False,types_vars,False,True,starcoderbase-1b,ts,5
"['__', '************************************************']",object,False,types_vars,False,False,starcoderbase-1b,ts,5
"['__', 'T']",V,False,types_vars,False,False,starcoderbase-1b,ts,5
"['__', 'Query']",Query,True,types_vars,False,True,starcoderbase-1b,ts,5
"['__', 'Object']",Object,True,types_vars,False,True,starcoderbase-1b,ts,5
"['__', 'any']",Listener,False,types_vars,False,True,starcoderbase-1b,ts,5
"['__', 'Object']",Object,True,types_vars,False,True,starcoderbase-1b,ts,5
"['__', 'string']",Html,False,types_vars,False,False,starcoderbase-1b,ts,5
"['__', 'Pattern']",Pattern,True,types_vars,False,True,starcoderbase-1b,ts,5
"['__', 'Type']",Type,True,types_vars,False,True,starcoderbase-1b,ts,5
"['__', 'object']",object,True,types_vars,False,True,starcoderbase-1b,ts,5
"['__', 'S']",S,True,types_vars,False,True,starcoderbase-1b,ts,5
"['[', 'Point']",Point,True,types_vars,False,True,starcoderbase-1b,ts,5
"['string', 'string']",Platform,False,types_vars,True,True,starcoderbase-1b,ts,5
"['__', 'void']",void,True,types_vars,False,True,starcoderbase-1b,ts,5
"['__', 'Error']",Error,True,types_vars,False,True,starcoderbase-1b,ts,5
"['__', 'null']",null,True,types_vars,False,True,starcoderbase-1b,ts,5
"['__', 'Integer']",Integer,True,types_vars,False,True,starcoderbase-1b,ts,5
"['(__', 'Chain']",Chain,True,types_vars,False,True,starcoderbase-1b,ts,5
"['__', 'T']",Date,False,types_vars,False,False,starcoderbase-1b,ts,5
"['Pag', 'Options']",Options,True,types_vars,False,True,starcoderbase-1b,ts,5
"['__', 'Options']",Options,True,types_vars,False,True,starcoderbase-1b,ts,5
"['Maybe', 'Params']",Params,True,types_vars,False,True,starcoderbase-1b,ts,5
"['E', 'E']",T,False,types_vars,False,False,starcoderbase-1b,ts,5
"['__', 'Date']",Date,True,types_vars,False,True,starcoderbase-1b,ts,5
"['__', 'Action']",P,False,types_vars,False,False,starcoderbase-1b,ts,5
"['Assets', 'Assets']",Options,False,types_vars,True,True,starcoderbase-1b,ts,5
"['__', 'Relation']",Relation,True,types_vars,False,True,starcoderbase-1b,ts,5
"['__', 'any']",void,False,types_vars,False,True,starcoderbase-1b,ts,5
"['string', 'string']",unknown,False,types_vars,True,True,starcoderbase-1b,ts,5
"['__', 'string']",InputData,False,types_vars,False,False,starcoderbase-1b,ts,5
"['__', 'U']",U,True,types_vars,False,True,starcoderbase-1b,ts,5
"['__', 'T']",T,True,types_vars,False,True,starcoderbase-1b,ts,5
"['__', 'Date']",Date,True,types_vars,False,True,starcoderbase-1b,ts,5
"['Base', 'Response']",Response,True,types_vars,False,True,starcoderbase-1b,ts,5
"['__', 'R']",R,True,types_vars,False,True,starcoderbase-1b,ts,5
"['__', 'K']",K,True,types_vars,False,True,starcoderbase-1b,ts,5
"['Class', 'any']",Coder,False,types_vars,False,True,starcoderbase-1b,ts,5
"['Person', 'Person']",Address,False,types_vars,False,False,starcoderbase-1b,ts,5
"['__', 'E']",E,True,types_vars,False,True,starcoderbase-1b,ts,5
"['__', 'Spec']",Spec,True,types_vars,False,True,starcoderbase-1b,ts,5
"['__', 'any']",Mods,False,types_vars,False,True,starcoderbase-1b,ts,5
"['__', 'string']",Mods,False,types_vars,False,False,starcoderbase-1b,ts,5
"['string', 'string']",Path,False,types_vars,False,False,starcoderbase-1b,ts,5
"['any', 'any']",Object,False,types_vars,True,True,starcoderbase-1b,ts,5
"['__', 'User']",User,True,types_vars,False,True,starcoderbase-1b,ts,5
"['I', 'I']",U,False,types_vars,False,False,starcoderbase-1b,ts,5
"['__', 'Selectors']",Selectors,True,types_vars,False,True,starcoderbase-1b,ts,5
"['__', 'string']",never,False,types_vars,False,True,starcoderbase-1b,ts,5
"['string', 'string']",Command,False,types_vars,True,True,starcoderbase-1b,ts,5
"['__', 'any']",Function,False,types_vars,False,True,starcoderbase-1b,ts,5
"['T', 'T']",S,False,types_vars,True,True,starcoderbase-1b,ts,5
"['Key', 'string']",K,False,types_vars,False,True,starcoderbase-1b,ts,5
"['__', 'Partial']",U,False,types_vars,False,False,starcoderbase-1b,ts,5
"['__', 'Function']",Function,True,types_vars,False,True,starcoderbase-1b,ts,5
"['__', 'number']",char,False,types_vars,False,True,starcoderbase-1b,ts,5
"['State', 'State']",onNext,False,types_vars,False,False,starcoderbase-1b,ts,5
"['dragon', 'Point']",Point,True,types_vars,False,True,starcoderbase-1b,ts,5
"['__', 'Schema']",BaseType,False,types_vars,False,True,starcoderbase-1b,ts,5
"['Rectangle', 'Rectangle']",Point,False,types_vars,True,True,starcoderbase-1b,ts,5
"['__', 'Selectors']",Selectors,True,types_vars,False,True,starcoderbase-1b,ts,5
"['__', 'any']",Locale,False,types_vars,False,True,starcoderbase-1b,ts,5
"['__', 'any']",Class,False,types_vars,False,True,starcoderbase-1b,ts,5
"['__', 'Arrival']",Arrival,True,types_vars,False,True,starcoderbase-1b,ts,5
"['{},', 'any']",{},False,types_vars,False,True,starcoderbase-1b,ts,5
"['__', 'any']",int,False,types_vars,False,True,starcoderbase-1b,ts,5
"['__', 'any']",Locale,False,types_vars,False,True,starcoderbase-1b,ts,5
"['__', 'BaseType']",BaseType,True,types_vars,False,True,starcoderbase-1b,ts,5
"['__', 'Events']",Events,True,types_vars,False,True,starcoderbase-1b,ts,5
"['__', 'Task']",Task,True,types_vars,False,True,starcoderbase-1b,ts,5
"['__', 'RGB']",RGB,True,types_vars,False,True,starcoderbase-1b,ts,5
"['__', 'Line']",Line,True,types_vars,False,True,starcoderbase-1b,ts,5
"['__', 'A']",A,True,types_vars,False,True,starcoderbase-1b,ts,5
"['__', 'ValueType']",ValueType,True,types_vars,False,True,starcoderbase-1b,ts,5
"['__', 'E']",E,True,types_vars,False,True,starcoderbase-1b,ts,5
"['(__', 'C']",C,True,vars,False,True,starcoderbase-1b,ts,5
"['__', 'X']",any,False,vars,False,False,starcoderbase-1b,ts,5
"['any', 'o']",number,False,vars,True,False,starcoderbase-1b,ts,5
"['Promise', 'Promise']",string,False,vars,False,False,starcoderbase-1b,ts,5
"['string', 'string']",any,False,vars,True,True,starcoderbase-1b,ts,5
"['boolean', 'number']",number,True,vars,False,True,starcoderbase-1b,ts,5
"['number', 'Blend']",boolean,False,vars,True,False,starcoderbase-1b,ts,5
"['string', 'BQ']",BQ,True,vars,False,True,starcoderbase-1b,ts,5
"['any', 'any']",number,False,vars,True,True,starcoderbase-1b,ts,5
"['Error', 'Error']",any,False,vars,True,True,starcoderbase-1b,ts,5
"['string', 'String']",String,True,vars,True,True,starcoderbase-1b,ts,5
"['this', 'Base']",Base,True,vars,False,True,starcoderbase-1b,ts,5
"['Error', 'Error']",string,False,vars,True,True,starcoderbase-1b,ts,5
"['Subscription', 'T']",T,True,vars,True,True,starcoderbase-1b,ts,5
"['__', '']",boolean,False,vars,False,False,starcoderbase-1b,ts,5
"['Promise', ';']",T,False,vars,False,False,starcoderbase-1b,ts,5
"['string', 'string']",RegExp,False,vars,True,True,starcoderbase-1b,ts,5
"['any', 'Docker']",void,False,vars,True,False,starcoderbase-1b,ts,5
"['any', 'any']",boolean,False,vars,True,True,starcoderbase-1b,ts,5
"['Action', 'Action']",Date,False,vars,False,False,starcoderbase-1b,ts,5
"['Active', 'Active']",K,False,vars,False,False,starcoderbase-1b,ts,5
"['number', 'Point']",Point,True,vars,False,True,starcoderbase-1b,ts,5
"['any', 'T']",T,True,vars,True,True,starcoderbase-1b,ts,5
"['any', 'Object']",Object,True,vars,True,True,starcoderbase-1b,ts,5
"['any', 'any']",string,False,vars,True,True,starcoderbase-1b,ts,5
"['any', 'any']",AppConfig,False,vars,True,True,starcoderbase-1b,ts,5
"['X', 'Y']",L,False,vars,False,False,starcoderbase-1b,ts,5
"['number', 'InputData']",InputData,True,vars,False,True,starcoderbase-1b,ts,5
"['Point', 'Point']",Rect,False,vars,False,False,starcoderbase-1b,ts,5
"['T', 'T']",State,False,vars,True,True,starcoderbase-1b,ts,5
"['number', 'Ptr']",Ptr,True,vars,True,True,starcoderbase-1b,ts,5
"['Should', 'Should']",void,False,vars,False,False,starcoderbase-1b,ts,5
"['any', 'any']",void,False,vars,True,True,starcoderbase-1b,ts,5
"['T', 'T']",world,False,vars,True,True,starcoderbase-1b,ts,5
"['HttpResponse', 'HttpResponse']",Error,False,vars,True,True,starcoderbase-1b,ts,5
"['T', 'T']",Elem,False,vars,False,False,starcoderbase-1b,ts,5
"['Point', 'Point']",Rect,False,vars,False,False,starcoderbase-1b,ts,5
"['Point', 'Point']",Rect,False,vars,False,False,starcoderbase-1b,ts,5
"['Reducer', 'Reducer']",State,False,vars,False,False,starcoderbase-1b,ts,5
"['Promise', 'Promise']",String,False,vars,False,False,starcoderbase-1b,ts,5
"['I', 'I']",Point,False,vars,False,False,starcoderbase-1b,ts,5
"['any', 'object']",object,True,vars,True,True,starcoderbase-1b,ts,5
"['Error', 'Error']",unknown,False,vars,True,True,starcoderbase-1b,ts,5
"['Color', 'Color']",Layer,False,vars,False,False,starcoderbase-1b,ts,5
"['IG', 'IG']",Function,False,vars,False,False,starcoderbase-1b,ts,5
"['number', 'Point']",Point,True,vars,False,True,starcoderbase-1b,ts,5
"['string', 'FilePath']",FilePath,True,vars,True,True,starcoderbase-1b,ts,5
"['number', 'number']",bit,False,vars,True,True,starcoderbase-1b,ts,5
"['Named', 'Named']",Color,False,vars,False,False,starcoderbase-1b,ts,5
"['string', 'Id']",Id,True,vars,True,True,starcoderbase-1b,ts,5
"['any', 'Class']",Class,True,vars,True,True,starcoderbase-1b,ts,5
"['any', 'any']",Function,False,vars,True,True,starcoderbase-1b,ts,5
"['any', ';']",Function,False,vars,True,False,starcoderbase-1b,ts,5
"['any', '']",Object,False,vars,True,False,starcoderbase-1b,ts,5
"['any', 'Object']",Object,True,vars,True,True,starcoderbase-1b,ts,5
"['Response', 'Response']",ErrorResponse,False,vars,True,True,starcoderbase-1b,ts,5
"['string', 'any']",Args,False,vars,False,True,starcoderbase-1b,ts,5
"['(', '(']",Fn,False,vars,False,False,starcoderbase-1b,ts,5
"['boolean', 'Date']",Date,True,vars,False,True,starcoderbase-1b,ts,5
"['Props', 'Theme']",Theme,True,vars,False,True,starcoderbase-1b,ts,5
"['(__', 'Chain']",Chain,True,vars,False,True,starcoderbase-1b,ts,5
"['Domain', 'Domain']",Var,False,vars,False,False,starcoderbase-1b,ts,5
"['any', 'Options']",Options,True,vars,True,True,starcoderbase-1b,ts,5
"['(', '(']",Fn,False,vars,False,False,starcoderbase-1b,ts,5
"['string', 'Color']",Color,True,vars,True,True,starcoderbase-1b,ts,5
"['any', 'any']",Scope,False,vars,True,True,starcoderbase-1b,ts,5
"['string', 'Pattern']",Pattern,True,vars,False,True,starcoderbase-1b,ts,5
"['I', 'I']",object,False,vars,False,False,starcoderbase-1b,ts,5
"['__', 'Key']",Key,True,vars,False,True,starcoderbase-1b,ts,5
"['string', 'DisplayName']",DisplayName,True,vars,False,True,starcoderbase-1b,ts,5
"['string', 'Command']",Command,True,vars,True,True,starcoderbase-1b,ts,5
"['Net', 'Cell']",Cell,True,vars,False,True,starcoderbase-1b,ts,5
"['number', 'string']",never,False,vars,True,True,starcoderbase-1b,ts,5
"['string', 'Type']",Type,True,vars,True,True,starcoderbase-1b,ts,5
"['[', 'Line']",Line,True,vars,False,True,starcoderbase-1b,ts,5
"['any', 'Target']",Target,True,vars,True,True,starcoderbase-1b,ts,5
"['any', 'Class']",Class,True,vars,True,True,starcoderbase-1b,ts,5
"['CTX', 'Context']",Context,True,vars,False,True,starcoderbase-1b,ts,5
"['T', 'T']",unknown,False,vars,False,False,starcoderbase-1b,ts,5
"['{', '{']",Graph,False,vars,False,False,starcoderbase-1b,ts,5
"['(__', 'C']",C,True,vars,False,True,starcoderbase-1b,ts,5
"['string', 'J']",J,True,vars,True,True,starcoderbase-1b,ts,5
"['any', 'Locale']",Locale,True,vars,True,True,starcoderbase-1b,ts,5
"['number', 'char']",char,True,vars,True,True,starcoderbase-1b,ts,5
"['(', '(']",K,False,vars,False,False,starcoderbase-1b,ts,5
"['Ok', 'Ok']",Fail,False,vars,False,False,starcoderbase-1b,ts,5
"['string', 'string']",object,False,vars,False,False,starcoderbase-1b,ts,5
"['T', 'T']",K,False,vars,False,False,starcoderbase-1b,ts,5
"['()', 'T']",I,False,vars,False,False,starcoderbase-1b,ts,5
"['Partial', 'Partial']",Tokens,False,vars,False,False,starcoderbase-1b,ts,5
"['string', 'StringType']",StringType,True,vars,True,True,starcoderbase-1b,ts,5
"['WithDefault', 'With']",Props,False,vars,False,False,starcoderbase-1b,ts,5
"['void', 'never']",never,True,vars,True,True,starcoderbase-1b,ts,5
"['any', 'any']",Data,False,vars,True,True,starcoderbase-1b,ts,5
"['Source', 'Source']",never,False,vars,False,False,starcoderbase-1b,ts,5
"['T', 'R']",R,True,vars,True,True,starcoderbase-1b,ts,5
"['any', 'Keys']",Keys,True,vars,True,True,starcoderbase-1b,ts,5
"['Chain', 'Source']",Source,True,vars,False,True,starcoderbase-1b,ts,5
"['Array', 'Heap']",Heap,True,vars,False,True,starcoderbase-1b,ts,5
"['(', '(']",Date,False,vars,False,False,starcoderbase-1b,ts,5
"['void', 'void']",never,False,vars_delete,True,True,starcoderbase-1b,ts,5
"['Array', 'Float']",any,False,vars_delete,False,False,starcoderbase-1b,ts,5
"['', '']",number,False,vars_delete,False,False,starcoderbase-1b,ts,5
"['TO', 'TO']",string,False,vars_delete,False,False,starcoderbase-1b,ts,5
"['string', 'string']",any,False,vars_delete,True,True,starcoderbase-1b,ts,5
"['boolean', 'void']",void,True,vars_delete,False,True,starcoderbase-1b,ts,5
"['any', '?']",string,False,vars_delete,True,False,starcoderbase-1b,ts,5
"['T', 'T']",object,False,vars_delete,False,False,starcoderbase-1b,ts,5
"['string', 'Sort']",Sort,True,vars_delete,False,True,starcoderbase-1b,ts,5
"['T', 'T']",any,False,vars_delete,True,True,starcoderbase-1b,ts,5
"['ArrayBuffer', 'Boolean']",boolean,False,vars_delete,True,True,starcoderbase-1b,ts,5
"['Date', 'Date']",number,False,vars_delete,False,False,starcoderbase-1b,ts,5
"['T', 'Protocol']",string,False,vars_delete,False,False,starcoderbase-1b,ts,5
"['string', 'string']",object,False,vars_delete,True,True,starcoderbase-1b,ts,5
"['(', '(']",Function,False,vars_delete,False,False,starcoderbase-1b,ts,5
"['T', 'T']",number,False,vars_delete,True,True,starcoderbase-1b,ts,5
"['any', 'T']",unknown,False,vars_delete,True,False,starcoderbase-1b,ts,5
"['T', 'T']",boolean,False,vars_delete,False,False,starcoderbase-1b,ts,5
"['Existing', 'Existing']",InputType,False,vars_delete,False,False,starcoderbase-1b,ts,5
"['any', 'Object']",object,False,vars_delete,True,True,starcoderbase-1b,ts,5
"['kc', 'String']",String,True,vars_delete,False,True,starcoderbase-1b,ts,5
"['I', 'U']",U,True,vars_delete,False,True,starcoderbase-1b,ts,5
"['any', 'any']",boolean,False,vars_delete,True,True,starcoderbase-1b,ts,5
"['{', '{']",unknown,False,vars_delete,False,False,starcoderbase-1b,ts,5
"['void', 'Throws']",never,False,vars_delete,True,False,starcoderbase-1b,ts,5
"['V', 'V']",T,False,vars_delete,True,True,starcoderbase-1b,ts,5
"['string', 'String']",StringType,False,vars_delete,True,True,starcoderbase-1b,ts,5
"['Rad', 'Orientation']",Orientation,True,vars_delete,False,True,starcoderbase-1b,ts,5
"['any', 'T']",unknown,False,vars_delete,True,False,starcoderbase-1b,ts,5
"['unknown', 'unknown']",never,False,vars_delete,True,True,starcoderbase-1b,ts,5
"['number', 'Rect']",Point,False,vars_delete,True,True,starcoderbase-1b,ts,5
"['{', '{']",void,False,vars_delete,False,False,starcoderbase-1b,ts,5
"['forward', 'forward']",detection,False,vars_delete,False,False,starcoderbase-1b,ts,5
"['T', 'T']",void,False,vars_delete,True,True,starcoderbase-1b,ts,5
"['I', 'I']",T,False,vars_delete,False,False,starcoderbase-1b,ts,5
"['any', 'Object']",ArrayBuffer,False,vars_delete,True,True,starcoderbase-1b,ts,5
"['__', ':']",ArrayBuffer,False,vars_delete,False,False,starcoderbase-1b,ts,5
"['void', 'void']",ArrayBuffer,False,vars_delete,True,True,starcoderbase-1b,ts,5
"['number', 'KEY']",KEY,True,vars_delete,True,True,starcoderbase-1b,ts,5
"['[', 'KeyValuePair']",KeyValuePair,True,vars_delete,False,True,starcoderbase-1b,ts,5
"['(', 'Function']",Function,True,vars_delete,False,True,starcoderbase-1b,ts,5
"['Props', 'Secret']",MessageId,False,vars_delete,True,False,starcoderbase-1b,ts,5
"['Props', 'With']",Defaults,False,vars_delete,True,False,starcoderbase-1b,ts,5
"['Promise', 'Maven']",Maven,True,vars_delete,False,True,starcoderbase-1b,ts,5
"['Chain', 'Source']",Source,True,vars_delete,False,True,starcoderbase-1b,ts,5
"['""', 'ValueType']",ValueType,True,vars_delete,False,True,starcoderbase-1b,ts,5
"['number', 'Number']",Object,False,vars_delete,True,True,starcoderbase-1b,ts,5
"['number', 'KEY']",KEY,True,vars_delete,True,True,starcoderbase-1b,ts,5
"['WithDefault', 'WithDefault']",Props,False,vars_delete,False,False,starcoderbase-1b,ts,5
"['Child', 'DataType']",DataType,True,vars_delete,False,True,starcoderbase-1b,ts,5
"['()', 'Runnable']",Runnable,True,vars_delete,False,True,starcoderbase-1b,ts,5
"['any', 'Keys']",Keys,True,vars_delete,True,True,starcoderbase-1b,ts,5
"['number', 'number']",Unit,False,vars_delete,True,True,starcoderbase-1b,ts,5
"['boolean', 'R']",false,False,vars_delete,True,True,starcoderbase-1b,ts,5
"['any', 'Function']",Function,True,vars_delete,True,True,starcoderbase-1b,ts,5
"['number', 'Number']",symbol,False,vars_delete,False,False,starcoderbase-1b,ts,5
"['Get', 'Option']",Option,True,vars_delete,False,True,starcoderbase-1b,ts,5
"['boolean', 'T']",true,False,vars_delete,True,True,starcoderbase-1b,ts,5
"['any', 'Error']",Error,True,vars_delete,True,True,starcoderbase-1b,ts,5
"['Record', 'Record']",Data,False,vars_delete,False,False,starcoderbase-1b,ts,5
"['()', '']",Runnable,False,vars_delete,False,False,starcoderbase-1b,ts,5
"['(__', '']",T,False,vars_delete,False,False,starcoderbase-1b,ts,5
"['State', 'State']",Actions,False,vars_delete,False,False,starcoderbase-1b,ts,5
"['string', 'Types']",Types,True,vars_delete,True,True,starcoderbase-1b,ts,5
"['__', 'Number']",E,False,vars_delete,False,True,starcoderbase-1b,ts,5
"['Array', 'Heap']",Heap,True,vars_delete,False,True,starcoderbase-1b,ts,5
"['any', 'Error']",Error,True,vars_delete,True,True,starcoderbase-1b,ts,5
"['string', 'Method']",Method,True,vars_delete,True,True,starcoderbase-1b,ts,5
"['U', 'U']",V,False,vars_delete,True,True,starcoderbase-1b,ts,5
"['any', 'Date']",Date,True,vars_delete,True,True,starcoderbase-1b,ts,5
"['Vec', 'Vec']",Box,False,vars_delete,False,False,starcoderbase-1b,ts,5
"['T', 'T']",U,False,vars_delete,True,True,starcoderbase-1b,ts,5
"['Value', 'Tester']",Test,False,vars_delete,False,False,starcoderbase-1b,ts,5
"['(', '(']",Date,False,vars_delete,False,False,starcoderbase-1b,ts,5
"['string', 'KeyType']",KeyType,True,vars_delete,False,True,starcoderbase-1b,ts,5
"['T', 'R']",R,True,vars_delete,True,True,starcoderbase-1b,ts,5
"['__', 'S']",S,True,vars_delete,False,True,starcoderbase-1b,ts,5
"['T', 'IN']",IN,True,vars_delete,True,True,starcoderbase-1b,ts,5
"['number', 'color']",color,True,vars_delete,False,True,starcoderbase-1b,ts,5
"['S', 'S']",K,False,vars_delete,True,True,starcoderbase-1b,ts,5
"['Rx', 'Template']",RegExp,False,vars_delete,False,False,starcoderbase-1b,ts,5
"['{', '//']",Object,False,vars_delete,False,False,starcoderbase-1b,ts,5
"['Registry', 'Registry']",this,False,vars_delete,True,True,starcoderbase-1b,ts,5
"['string', 'Json']",Json,True,vars_delete,True,True,starcoderbase-1b,ts,5
"['any', '<|endoftext|>']",Prop,False,vars_delete,True,False,starcoderbase-1b,ts,5
"['boolean', 'bool']",Boolean,False,vars_delete,True,False,starcoderbase-1b,ts,5
"['(...', 'Listener']",Listener,True,vars_delete,False,True,starcoderbase-1b,ts,5
"['string', 'XPath']",Predicate,False,vars_delete,True,True,starcoderbase-1b,ts,5
"['Coord', 'Coord']",Path,False,vars_delete,True,True,starcoderbase-1b,ts,5
"['number', 'Point']",Point,True,vars_delete,False,True,starcoderbase-1b,ts,5
"['Vert', 'Vert']",Vertex,False,vars_delete,False,False,starcoderbase-1b,ts,5
"['string', 'Time']",Time,True,vars_delete,True,True,starcoderbase-1b,ts,5
"['__', 'Migration']",Version,False,vars_delete,False,False,starcoderbase-1b,ts,5
"['SyntaxError', 'Named']",Error,False,vars_delete,True,False,starcoderbase-1b,ts,5
"['Function', 'Function']",Object,False,vars_delete,True,True,starcoderbase-1b,ts,5
"['number', 'Date']",Date,True,vars_delete,False,True,starcoderbase-1b,ts,5
"['Transformer', 'Transformer']",H,False,vars_delete,False,False,starcoderbase-1b,ts,5
"['Sub', 'Shape']",Shape,True,vars_delete,False,True,starcoderbase-1b,ts,5
"['Vert', 'Vert']",Vertex,False,vars_delete,False,False,starcoderbase-1b,ts,5
"['string', 'EventType']",EventType,True,vars_delete,True,True,starcoderbase-1b,ts,5
"['number', 'number']",any,False,delete,True,True,qwen2p5_coder_7b_base,ts,5
"['string', 'string']",void,False,delete,True,True,qwen2p5_coder_7b_base,ts,5
"['boolean', 'Event']",void,False,delete,True,False,qwen2p5_coder_7b_base,ts,5
"['void', 'void']",boolean,False,delete,True,True,qwen2p5_coder_7b_base,ts,5
"['void', '<|fim_pad|>']",string,False,delete,True,False,qwen2p5_coder_7b_base,ts,5
"['Object', 'Object']",any,False,delete,True,True,qwen2p5_coder_7b_base,ts,5
"['number', 'number']",any,False,delete,True,True,qwen2p5_coder_7b_base,ts,5
"['number', 'Number']",Number,True,delete,True,True,qwen2p5_coder_7b_base,ts,5
"['Store', 'Store']",void,False,delete,False,False,qwen2p5_coder_7b_base,ts,5
"['Finished', 'Finished']",boolean,False,delete,False,False,qwen2p5_coder_7b_base,ts,5
"['Function', 'Function']",T,False,delete,True,True,qwen2p5_coder_7b_base,ts,5
"['any', '<|fim_pad|>']",T,False,delete,True,False,qwen2p5_coder_7b_base,ts,5
"['()', '()']",Function,False,delete,False,False,qwen2p5_coder_7b_base,ts,5
"['Match', 'Match']",boolean,False,delete,True,True,qwen2p5_coder_7b_base,ts,5
"['void', 'Base']",this,False,delete,True,False,qwen2p5_coder_7b_base,ts,5
"['5', '5']",4,False,delete,True,True,qwen2p5_coder_7b_base,ts,5
"['any', '<|endoftext|>']",string,False,delete,True,False,qwen2p5_coder_7b_base,ts,5
"['any', 'Request']",Request,True,delete,True,True,qwen2p5_coder_7b_base,ts,5
"['time', 'time']",string,False,delete,True,True,qwen2p5_coder_7b_base,ts,5
"['any', 'Error']",Error,True,delete,True,True,qwen2p5_coder_7b_base,ts,5
"['D', 'D']",C,False,delete,True,True,qwen2p5_coder_7b_base,ts,5
"['any', 'Payload']",unknown,False,delete,True,False,qwen2p5_coder_7b_base,ts,5
"['boolean', 'boolean']",number,False,delete,True,True,qwen2p5_coder_7b_base,ts,5
"['R', 'R']",S,False,delete,True,True,qwen2p5_coder_7b_base,ts,5
"['string', 'string']",number,False,delete,True,True,qwen2p5_coder_7b_base,ts,5
"['this', 'Events']",Events,True,delete,True,True,qwen2p5_coder_7b_base,ts,5
"['string', 'number']",number,True,delete,True,True,qwen2p5_coder_7b_base,ts,5
"['string', 'Toast']",Toast,True,delete,True,True,qwen2p5_coder_7b_base,ts,5
"['string', 'string']",object,False,delete,True,True,qwen2p5_coder_7b_base,ts,5
"['any', 'T']",Object,False,delete,True,False,qwen2p5_coder_7b_base,ts,5
"['Object', 'Object']",Function,False,delete,True,True,qwen2p5_coder_7b_base,ts,5
"['any', 'Query']",Query,True,delete,True,True,qwen2p5_coder_7b_base,ts,5
"['any', '<|fim_pad|>']",{},False,delete,False,False,qwen2p5_coder_7b_base,ts,5
"['Partial', 'Partial']",Point,False,delete,False,False,qwen2p5_coder_7b_base,ts,5
"['any', 'Rule']",Rule,True,delete,True,True,qwen2p5_coder_7b_base,ts,5
"['any', 'Query']",Request,False,delete,True,True,qwen2p5_coder_7b_base,ts,5
